branch,classification,certain_cover_gain_mean,certain_cover_gain_median,certain_cover_gain_lower_95,certain_cover_gain_upper_95,certain_cover_gain_positive_fraction,certain_miss_reduction_mean,certain_miss_reduction_median,certain_miss_reduction_lower_95,certain_miss_reduction_upper_95,certain_miss_reduction_positive_fraction,interval_nll_improvement_mean,interval_nll_improvement_median,interval_nll_improvement_lower_95,interval_nll_improvement_upper_95,interval_nll_improvement_positive_fraction,geometric_lpb_ratio_mean,geometric_lpb_ratio_median,geometric_lpb_ratio_lower_95,geometric_lpb_ratio_upper_95,geometric_lpb_ratio_positive_fraction,target_compatibility_gain_mean,target_compatibility_gain_median,target_compatibility_gain_lower_95,target_compatibility_gain_upper_95,target_compatibility_gain_positive_fraction,check_replicate_completion,check_proper_score_mean_improves,check_proper_score_lower_95_positive,check_proper_score_directional_breadth,check_certain_miss_noninferiority,check_informativeness_retained,check_target_compatibility
midpoint,neutral,-0.11890322580645162,-0.10752688172043007,-0.44650537634408594,0.19919354838709655,0.34,0.02479569892473118,0.021505376344086016,-0.010752688172043015,0.07526881720430106,0.814,0.056192695621455443,0.0499957148985426,0.0009817205671254741,0.14249757032264873,0.978,0.9590659319898138,0.9654253624562213,0.7380497548770811,1.153508775091828,1.0,0.616,1.0,0.0,1.0,0.618,True,True,True,True,False,True,True
interval_aware,neutral,-0.21045161290322578,-0.25806451612903225,-0.4731182795698925,0.08602150537634408,0.212,0.02359139784946236,0.021505376344086016,-0.010752688172043015,0.07526881720430108,0.808,0.05704146450883751,0.04964780487016346,-0.0038730458911510985,0.1537872528500984,0.964,1.0428258121015481,1.0449572456356104,0.824739524687401,1.2468737705811122,1.0,0.618,1.0,0.0,1.0,0.618,True,True,False,True,False,True,True
